"Name";"Constituency";"Minister";"Attendance";"Debates";"Questions";"Private Member Bills";"State";"Party";"Nature of membership";"Start of Term";"End of Term";"No. of Term";"Age";"Gender";"Education";"Comment";"Lok Sabha";"Debates (Ls - Matters Under (Rule-377))";"Debates (Special Mention)";"Debates (Government Bills)";"Debates (Motion Of Thanks On The President'S Address)";"Debates (Private Members' Bills)";"Debates (Ls - Short Duration Discussions (Rule-193))";"Debates (Budget (General))";"Debates (Motion Of Thanks On The President�S Address)";"Questions (Development Of North Eastern Region)";"Questions (Law And Justice)";"Questions (Health And Family Welfare)";"Questions (Minority Affairs)";"Questions (Textiles)";"Questions (Railways)";"Questions (Home Affairs)";"Questions (Environment, Forest And Climate Change)";"Questions (Tourism)";"Questions (Culture)";"Questions (Ayush)";"Questions (Ports, Shipping And Waterways)";"Questions (Jal Shakti)";"Questions (Communications)";"Questions (Planning)";"Questions (Agriculture And Farmers Welfare)";"Questions (Finance)";"Questions (Prime Minister)";"Questions (Women And Child Development)";"Questions (Road Transport And Highways)";"Questions (Social Justice And Empowerment)";"Questions (Coal)";"Questions (Parliamentary Affairs)";"Questions (Tribal Affairs)";"Questions (Education)";"Questions (External Affairs)";"Questions (Civil Aviation)";"Questions (Commerce And Industry)";"Questions (Statistics And Programme Implementation)";"Questions (Power)";"Questions (Labour And Employment)";"Questions (Steel)";"Questions (Defence)";"Questions (Consumer Affairs, Food And Public Distribution)";"Questions (Electronics And Information Technology)";"Questions (Rural Development)";"Questions (Panchayati Raj)";"Questions (Information And Broadcasting)";"Questions (Youth Affairs And Sports)";"Questions (Corporate Affairs)";"Questions (Heavy Industries And Public Enterprises)";"Questions (Housing And Urban Affairs)";"Questions (Petroleum And Natural Gas)";"Questions (Skill Development And Entrepreneurship)";"Questions (Micro, Small And Medium Enterprises)";"Questions (Human Resource Development)";"Questions (Shipping)";"Questions (Earth Sciences)";"Questions (Food Processing Industries)";"Questions (Mines)";"Questions (Cooperation)";"Questions (Chemicals And Fertilizers)";"Questions (Fisheries, Animal Husbandry And Dairying)";"Questions (New And Renewable Energy)";"Questions (Science And Technology)";"Questions (Statiscs And Programme Implementation)";"Debates (Others)";"Debates (Discussion)";"Debates (Private Members' Resolutions)";"Debates (Submissions By Members)";"Debates (Statement By Minister)";"Debates (Clarification On The Statement By Minister)";"Debates (Felicitations)";"Questions (Consumer Affairs)";"Questions (Micro)";"Debates (Ls - Half-An-Hour Discussions (Rule-55))";"Questions (Atomic Energy)";"Questions (Heavy Industries)";"Questions (Space)";"Questions (Personnel, Public Grievances And Pensions)"
"Anubhav Mohanty";"Kendrapara";"No";"78.67%";"82";"168";"3";"Odisha";"Biju Janata Dal";"Elected";"23-05-2019";"In Office";"First Term";"42";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"9";"34";"21";"2";"0";"3";"8";"0";"0";"6";"9";"4";"5";"5";"1";"8";"1";"5";"2";"0";"8";"4";"0";"9";"4";"3";"4";"4";"1";"4";"1";"4";"4";"0";"5";"2";"0";"1";"7";"0";"5";"6";"2";"6";"2";"0";"2";"1";"2";"4";"3";"0";"3";"2";"0";"2";"3";"1";"0";"5";"4";"4";"0";"0";"2";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Anumula Revanth Reddy";"Malkajgiri";"No";"67.07%";"17";"197";"0";"Telangana";"Indian National Congress";"Elected";"23-05-2019";"08-12-2023";"First Term";"56";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"5";"6";"1";"0";"0";"0";"3";"0";"0";"3";"18";"3";"3";"6";"11";"8";"1";"1";"3";"2";"8";"2";"0";"7";"9";"5";"3";"1";"6";"4";"0";"1";"10";"0";"4";"3";"0";"4";"3";"1";"9";"7";"3";"4";"1";"2";"0";"4";"0";"8";"3";"2";"2";"5";"0";"1";"0";"1";"2";"5";"5";"2";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Anupriya Singh Patel";"Mirzapur";"Yes";"96.60%";"44";"9";"0";"Uttar Pradesh";"Apna Dal";"Elected";"23-05-2019";"In Office";"Second Term";"42";"Female";"Professional Post Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"13";"11";"3";"0";"3";"8";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Anurag Sharma";"Jhansi";"No";"87.93%";"46";"348";"1";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"59";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"23";"13";"4";"0";"0";"0";"4";"1";"0";"5";"23";"2";"9";"13";"5";"8";"4";"9";"6";"2";"6";"8";"0";"17";"11";"3";"14";"8";"6";"6";"0";"6";"13";"3";"9";"6";"0";"6";"5";"1";"7";"9";"7";"10";"3";"4";"6";"3";"3";"15";"5";"9";"12";"1";"0";"0";"3";"4";"1";"8";"8";"8";"7";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"Anurag Singh Thakur";"Hamirpur";"Yes";"";"0";"0";"0";"Himachal Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fourth Term";"49";"Male";"Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Aparajita Sarangi";"Bhubaneswar";"No";"84.53%";"36";"212";"0";"Odisha";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"54";"Female";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"9";"10";"11";"0";"0";"0";"4";"1";"1";"7";"10";"1";"4";"5";"10";"10";"4";"3";"2";"1";"7";"6";"2";"9";"5";"1";"11";"3";"4";"3";"0";"3";"9";"0";"3";"4";"1";"2";"8";"2";"1";"2";"6";"8";"3";"2";"1";"1";"4";"10";"1";"4";"9";"1";"1";"2";"1";"3";"1";"4";"3";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Aparupa Poddar (Afrin Ali)";"Arambagh";"No";"78.73%";"96";"147";"6";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"Second Term";"38";"Female";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"36";"21";"11";"5";"0";"4";"17";"1";"0";"3";"9";"3";"3";"7";"4";"2";"2";"1";"1";"0";"5";"2";"2";"6";"5";"2";"8";"4";"4";"0";"0";"2";"7";"3";"3";"4";"0";"0";"6";"1";"5";"3";"4";"6";"1";"1";"3";"3";"2";"3";"2";"1";"3";"0";"0";"1";"1";"0";"0";"1";"4";"1";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arjun Munda";"Khunti";"Yes";"";"0";"0";"0";"Jharkhand";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"55";"Male";"Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arjun Ram Meghwal";"Bikaner";"Yes";"";"0";"0";"0";"Rajasthan";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Third Term";"70";"Male";"Post Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arjun Singh";"Barrackpur";"No";"70.60%";"14";"18";"0";"West Bengal";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"61";"Male";"Inter/ Higher Secondary";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"3";"8";"0";"0";"0";"0";"3";"0";"0";"2";"3";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arjunlal Meena";"Udaipur";"No";"77.60%";"39";"262";"0";"Rajasthan";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"59";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"17";"18";"1";"0";"0";"0";"3";"0";"0";"3";"17";"0";"0";"25";"7";"7";"8";"6";"8";"1";"16";"4";"0";"23";"5";"0";"5";"17";"4";"1";"0";"15";"5";"5";"5";"4";"0";"2";"7";"3";"0";"6";"3";"6";"0";"3";"3";"2";"1";"7";"4";"4";"2";"1";"0";"0";"0";"3";"1";"5";"4";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arun Kumar Sagar";"Shahjahanpur";"No";"93.27%";"40";"172";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"47";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"28";"3";"0";"2";"0";"0";"6";"1";"1";"9";"10";"1";"0";"19";"2";"1";"4";"3";"0";"1";"8";"4";"0";"11";"11";"0";"6";"14";"3";"2";"0";"0";"8";"8";"0";"0";"0";"5";"8";"0";"5";"2";"0";"12";"0";"4";"2";"0";"0";"1";"0";"2";"1";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arun Sao";"Bilaspur";"No";"85.93%";"38";"372";"0";"Chhattisgarh";"Bharatiya Janata Party";"Elected";"23-05-2019";"07-12-2023";"First Term";"55";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"13";"18";"3";"0";"0";"1";"3";"0";"0";"1";"27";"0";"9";"13";"2";"8";"5";"4";"20";"2";"13";"6";"3";"20";"10";"0";"10";"12";"5";"10";"0";"7";"18";"5";"8";"10";"2";"5";"10";"4";"2";"7";"13";"12";"4";"3";"5";"2";"1";"7";"5";"10";"8";"5";"0";"4";"2";"1";"2";"7";"12";"8";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arvind Dharmapuri";"Nizamabad";"No";"86.33%";"5";"92";"0";"Telangana";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"47";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"4";"0";"1";"0";"0";"0";"0";"1";"4";"7";"0";"2";"3";"2";"1";"1";"2";"1";"0";"4";"0";"0";"3";"2";"0";"3";"3";"0";"0";"0";"3";"2";"3";"1";"5";"0";"1";"3";"0";"1";"1";"3";"5";"1";"1";"3";"0";"0";"4";"1";"4";"2";"0";"0";"0";"2";"1";"0";"1";"2";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arvind Kumar Sharma";"Rohtak";"No";"79.67%";"18";"219";"0";"Haryana";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Fourth Term";"61";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"8";"0";"3";"0";"1";"4";"1";"0";"2";"27";"0";"2";"15";"6";"5";"1";"2";"4";"1";"7";"7";"3";"14";"9";"3";"6";"7";"4";"2";"0";"1";"9";"0";"1";"7";"0";"3";"2";"1";"5";"4";"4";"4";"1";"2";"0";"2";"1";"6";"17";"2";"5";"2";"0";"0";"0";"1";"0";"4";"1";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Arvind Sawant";"Mumbai-South";"Yes";"91.79%";"109";"245";"1";"Maharashtra";"Shiv Sena";"Elected";"23-05-2019";"In Office";"Second Term";"72";"Male";"Graduate";"This MP was a minister from May 2019 to Nov 11, 2019. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"11";"49";"26";"1";"0";"6";"10";"1";"0";"7";"13";"0";"5";"9";"12";"16";"2";"2";"4";"9";"7";"9";"0";"13";"15";"3";"4";"7";"3";"1";"0";"3";"5";"4";"3";"6";"1";"2";"10";"0";"2";"2";"3";"10";"1";"0";"4";"0";"1";"11";"5";"5";"4";"2";"1";"2";"1";"0";"1";"6";"4";"3";"2";"0";"2";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"Asaduddin Owaisi";"Hyderabad";"No";"72.93%";"60";"366";"3";"Telangana";"All India Majlis-E-Ittehadul Muslimeen";"Elected";"23-05-2019";"In Office";"Fourth Term";"54";"Male";"Professional Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"1";"32";"4";"0";"6";"5";"1";"0";"9";"37";"12";"3";"8";"34";"13";"2";"1";"1";"2";"8";"4";"1";"10";"25";"1";"11";"13";"7";"4";"0";"3";"7";"16";"10";"15";"2";"9";"14";"1";"10";"7";"7";"7";"1";"7";"1";"3";"1";"8";"8";"0";"1";"8";"0";"1";"2";"0";"0";"4";"3";"2";"2";"0";"1";"1";"0";"7";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"Ashok Kumar Rawat";"Misrikh";"No";"90.73%";"61";"319";"0";"Uttar Pradesh";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Third Term";"48";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"41";"8";"0";"2";"0";"0";"9";"1";"1";"11";"20";"1";"4";"33";"8";"16";"7";"7";"0";"1";"13";"3";"1";"21";"11";"5";"10";"10";"5";"1";"0";"0";"9";"3";"6";"3";"1";"16";"6";"6";"6";"4";"1";"15";"0";"12";"0";"1";"1";"6";"4";"4";"1";"6";"0";"1";"2";"2";"0";"7";"5";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ashok Kumar Yadav";"Madhubani";"No";"91.20%";"12";"24";"0";"Bihar";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"53";"Male";"Doctorate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"4";"8";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"3";"0";"1";"2";"0";"0";"2";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ashok Mahadeorao Nete";"Gadchiroli-Chimur";"No";"87.13%";"49";"279";"4";"Maharashtra";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"55";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"26";"9";"0";"3";"0";"0";"10";"1";"2";"5";"17";"0";"2";"14";"7";"11";"2";"4";"3";"0";"16";"4";"2";"13";"9";"0";"6";"2";"15";"5";"0";"20";"8";"3";"7";"5";"0";"5";"4";"1";"9";"5";"1";"12";"0";"5";"5";"0";"1";"7";"6";"1";"7";"5";"0";"3";"0";"10";"0";"5";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Ashwini Kumar Choubey";"Buxar";"Yes";"";"0";"0";"0";"Bihar";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"Second Term";"71";"Male";"Graduate";"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Asit Kumar Mal";"Bolpur";"No";"74.73%";"22";"5";"0";"West Bengal";"All India Trinamool Congress";"Elected";"23-05-2019";"In Office";"First Term";"68";"Male";"Information not available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"16";"0";"0";"0";"2";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Atul Kumar Singh";"Ghosi";"No";"1.93%";"0";"0";"0";"Uttar Pradesh";"Bahujan Samaj Party";"Elected";"23-05-2019";"In Office";"First Term";"41";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Babul Supriya Baral (Babul Supriyo)";"Asansol";"Yes";"24.00%";"0";"0";"0";"West Bengal";"Bharatiya Janata Party";"Elected";"23-05-2019";"22-10-2021";"Second Term";"53";"Male";"Graduate";"This MP was a minister from May 30, 2019 to July 07, 2021. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Badruddin Ajmal";"Dhubri";"No";"52.87%";"30";"270";"0";"Assam";"All India United Democratic Front";"Elected";"23-05-2019";"In Office";"Third Term";"68";"Male";"Post Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"5";"6";"3";"0";"6";"8";"0";"8";"12";"28";"9";"5";"10";"5";"5";"3";"3";"2";"1";"13";"5";"1";"10";"12";"0";"13";"6";"2";"1";"0";"0";"13";"4";"5";"8";"6";"2";"8";"1";"0";"5";"0";"12";"0";"1";"3";"4";"3";"3";"6";"4";"4";"3";"2";"2";"3";"3";"0";"2";"3";"3";"2";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"Baidyanath Prasad Mahto";"Valmiki Nagar";"No";"61.33%";"3";"10";"0";"Bihar";"Janata Dal (United)";"Elected";"23-05-2019";"28-02-2020";"Second Term";"76";"Male";"Matric";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Balak Nath";"Alwar";"No";"77.14%";"13";"225";"0";"Rajasthan";"Bharatiya Janata Party";"Elected";"23-05-2019";"07-12-2023";"First Term";"39";"Male";"Matric";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"0";"9";"1";"0";"0";"0";"3";"0";"0";"5";"17";"3";"3";"10";"1";"8";"7";"8";"13";"0";"12";"2";"1";"21";"5";"2";"4";"4";"2";"0";"0";"2";"9";"1";"5";"7";"1";"1";"4";"0";"4";"6";"2";"8";"1";"1";"2";"0";"3";"2";"0";"2";"8";"2";"0";"1";"2";"5";"0";"3";"6";"8";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Balashowry Vallabbhaneni";"Machilipatnam";"No";"71.33%";"16";"316";"0";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"23-05-2019";"In Office";"Second Term";"55";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"12";"1";"1";"1";"0";"0";"1";"0";"0";"4";"24";"3";"5";"13";"6";"7";"3";"2";"5";"8";"11";"3";"3";"15";"27";"3";"7";"7";"2";"2";"0";"2";"10";"4";"8";"14";"0";"3";"4";"1";"4";"6";"4";"9";"1";"2";"2";"2";"3";"8";"8";"3";"3";"9";"1";"3";"3";"4";"2";"8";"15";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0"
"Balli Durga Prasad Rao";"Tirupati";"No";"74.67%";"11";"46";"0";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"23-05-2019";"16-09-2020";"First Term";"67";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"1";"6";"2";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"3";"3";"3";"3";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"3";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"0";"2";"2";"5";"0";"1";"3";"0";"0";"0";"0";"1";"0";"3";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Balubhau Dhannorkar";"Chandrapur";"No";"67.27%";"37";"281";"0";"Maharashtra";"Indian National Congress";"Elected";"23-05-2019";"30-05-2023";"First Term";"48";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"5";"16";"6";"4";"0";"1";"5";"0";"0";"3";"27";"3";"4";"8";"13";"10";"2";"0";"2";"0";"10";"2";"0";"21";"28";"1";"10";"5";"3";"13";"0";"2";"7";"6";"6";"8";"0";"2";"9";"1";"4";"8";"2";"13";"0";"3";"0";"1";"2";"11";"5";"3";"9";"2";"0";"0";"2";"4";"0";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Basanta Kumar Panda";"Kalahandi";"No";"91.93%";"34";"231";"0";"Odisha";"Bharatiya Janata Party";"Elected";"23-05-2019";"In Office";"First Term";"62";"Male";"Information Not Available";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"16";"16";"0";"0";"0";"0";"2";"0";"0";"6";"17";"3";"5";"13";"1";"4";"2";"9";"10";"0";"7";"9";"1";"11";"6";"1";"7";"8";"1";"2";"0";"7";"7";"5";"7";"3";"0";"2";"9";"1";"3";"7";"1";"11";"3";"1";"3";"1";"1";"10";"2";"5";"3";"0";"0";"1";"2";"0";"0";"3";"8";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Beesetti Venkata Satyavathi";"Anakapalli";"No";"83.27%";"76";"299";"0";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"23-05-2019";"In Office";"First Term";"57";"Female";"Doctorate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"22";"27";"12";"2";"0";"5";"7";"1";"0";"7";"14";"4";"6";"9";"9";"9";"7";"5";"10";"5";"7";"5";"0";"13";"13";"4";"6";"8";"1";"5";"1";"6";"12";"1";"10";"7";"0";"3";"8";"4";"3";"6";"7";"4";"1";"2";"2";"7";"5";"6";"5";"6";"9";"0";"0";"4";"6";"1";"1";"8";"5";"11";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bellana Chandra Sekhar";"Vizianagaram";"No";"72.07%";"31";"310";"0";"Andhra Pradesh";"Yuvajana Sramika Rythu Congress Party";"Elected";"23-05-2019";"In Office";"First Term";"62";"Male";"Graduate";"Data corresponds to the period from 01-06-2019 to 10-02-2024.";"17th";"14";"10";"5";"1";"0";"0";"1";"0";"0";"4";"12";"6";"6";"5";"4";"3";"5";"9";"25";"3";"4";"3";"0";"23";"5";"8";"5";"4";"0";"11";"0";"4";"10";"2";"24";"12";"0";"2";"2";"2";"4";"5";"7";"5";"1";"3";"2";"18";"3";"20";"4";"3";"6";"3";"1";"3";"4";"2";"0";"3";"4";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
