"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2021-12-03";"The Food Safety and Standards (Amendment) Bill, 2019 (Amendment of section 19)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/264 of 2019 as.pdf?source=legislation";"Rahul Ramesh Shewale"
"2021-12-03";"The Human Trafficking (Prevention) Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/245 of 2019 as.pdf?source=legislation";"Rahul Ramesh Shewale"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of article 72)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/257 of 2019 as.pdf?source=legislation";"Krupal Balaji Tumane"
"2021-12-03";"The Constitution (Amendment) Bill, 2019 (Amendment of the Seventh and Twelfth Schedule)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/339 of 2019 As Int....pdf?source=legislation";"Rajiv Pratap Rudy"
"2021-12-03";"The Payment of Cash Subsidy to Farmers and Agricultural Labourers Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/256 of 2019As Int....pdf?source=legislation";"Kanumuru Raghu Rama Krishna Raju"
"2021-12-03";"The National Renewable Energy Credit Support Bill, 2021";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1 of 2021As Int....pdf?source=legislation";"Ritesh Pandey"
"2021-12-03";"The Right to Menstrual Hygiene and Paid Leave Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/292 of 2019 as.pdf?source=legislation";"S. Jothimani"
"2021-12-03";"The Prohibition of Child Marriage (Amendment) Bill, 2020 (Amendment of section 2)";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/79 of 2020 As Int....pdf?source=legislation";"Karti P. Chidambaram"
"2021-12-03";"The Compulsory Water Conservation and Reclamation Bill, 2019";"";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/354 of 2019 as.pdf?source=legislation";"Ritesh Pandey"
"2019-11-22";"The Prohibition of Indecent Advertisements Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2811LS AS INTRO.pdf?source=legislation";"Kirit Premjibhai Solanki"
"2019-11-22";"The Education Loan to Students belonging to Economically Weaker Section Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/441LS As Int....pdf?source=legislation";"Sudhakar Tukaram Shrangre"
"2019-11-22";"The Girl Child and Adolescent Girls (Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/450LS As Int....pdf?source=legislation";"Sudhakar Tukaram Shrangre"
"2019-11-22";"The Mandatory Basic Facilities For Neglected Senior Citizens, Widows and Orphans Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/454LS As Int....pdf?source=legislation";"Sudhakar Tukaram Shrangre"
"2019-11-22";"The Essential Commodities (Amendment) Bill, 2019 (Amendment of sections 3 and 7)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2763LS AS INTRO.pdf?source=legislation";"Sanjay Jaiswal"
"2019-11-22";"The Medical Termination of Pregnancy (Amendment) Bill, 2019 (Amendment of section 3, etc.).";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2835LS AS INTRO.pdf?source=legislation";"Sanjay Jaiswal"
"2019-11-22";"The Representation of the People (Amendment) Bill, 2019 (Amendment of section 62)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2690LS AS INTRO.pdf?source=legislation";"Feroze Varun Gandhi"
"2019-11-22";"The Right to Play Sports Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2679LS AS INTRO.pdf?source=legislation";"Kirit Premjibhai Solanki"
"2019-11-22";"The Opium Growers (Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2816LS AS INTRO.pdf?source=legislation";"Chandra Prakash Joshi"
"2019-11-22";"The Tea Garden Workers (Timely Payment of Dues) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/492LS As Int....pdf?source=legislation";"Saugata Roy"
"2019-11-22";"The Special Financial Assistance to the State of West Bengal Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2900LS AS INTRO.pdf?source=legislation";"Saugata Roy"
"2019-11-22";"The Special Financial Assistance for Ancient Monuments and Archaeological Sites and Remains in State of Rajasthan Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2713LS AS INTRO.pdf?source=legislation";"Chandra Prakash Joshi"
"2019-11-22";"The National Food Security (Amendment) Bill, 2019 (Amendment of section 2, etc.).";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2677LS AS INTRO.pdf?source=legislation";"Kirit Premjibhai Solanki"
"2019-11-22";"The Constitution (Amendment) Bill, 2019 (Amendment of article 15, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2676ls AS INTRO.pdf?source=legislation";"Satya Pal Singh"
"2019-11-22";"The Central Universities (Amendment)Bill, 2019 (Insertion of new Section 3E,etc.).";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2809LS AS INTRO.pdf?source=legislation";"Riti Pathak"
"2019-11-22";"The Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production, Supply and Distribution) Amendment Bill, 2019 (Substitution of new section for section 4, etc.).";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2831LS AS INTRO.pdf?source=legislation";"Sanjay Jaiswal"
"2019-11-22";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 30A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2671LS AS INTRO.pdf?source=legislation";"Riti Pathak"
"2019-11-22";"The Indian Medical Council (Amendment) Bill, 2019 (Insertion of new section 10E, etc.).";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/353LS AS INTRO.pdf?source=legislation";"N.K.Premachandran"
"2019-11-22";"The Constitution (Amendment) Bill, 2019 (Amendment of the Eighth Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2675LS AS INTRO.pdf?source=legislation";"Ajay Bhatt"
"2019-11-22";"The Representation of the People (Amendment) Bill, 2019.(Insertion of new section 16A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2836LS AS INTRO.pdf?source=legislation";"Gopal Chinayya Shetty"
"2019-11-22";"The Constitution (Amendment) Bill, 2019 (Omission of article 44, etc.).";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2678LS AS INTRO.pdf?source=legislation";"Ajay Bhatt"
"2019-11-22";"The Women and Girl Child (Prevention of Atrocities) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2810LS AS INTRO.pdf?source=legislation";"Riti Pathak"
"2019-11-22";"The Population Control Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2834LS AS INTRO.pdf?source=legislation";"Ajay Bhatt"
"2019-11-22";"The Compulsory Teaching of Vedic Education in Educational Institutions Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2830LS AS INTRO.pdf?source=legislation";"Satya Pal Singh"
"2019-11-22";"The Constitution (Amendment) Bill, 2019 (Amendment of article 10.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2681ls AS INTRO.pdf?source=legislation";"Gopal Chinayya Shetty"
"2019-11-22";"The Drugs and Cosmetics (Amendment) Bill, 2019 (Amendment of section 3,etc.).";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/354LS AS INTRO.pdf?source=legislation";"N.K.Premachandran"
"2019-11-22";"The Anganwadi Workers (Regularisation of Service and Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/355LS AS INTRO.pdf?source=legislation";"N.K.Premachandran"
"2019-11-22";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 21B)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/2672LS AS INTRO.pdf?source=legislation";"Gopal Chinayya Shetty"
"2019-07-26";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 47A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1426LS As Int....pdf?source=legislation";"Shrikant Eknath Shinde"
"2019-07-26";"The Nationalisation of Inter-State Rivers Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1239LS As Int....pdf?source=legislation";"K. Navaskani"
"2019-07-26";"The Special Financial Assistance to the State of Rajasthan Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/503LS As Int....pdf?source=legislation";"Manoj Rajoria"
"2019-07-26";"The Personal Data and Information Privacy Code Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1502LS As Int....pdf?source=legislation";"D. Ravikumar"
"2019-07-26";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2019 (Amendment of section 2)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/994LS As Int....pdf right of children.pdf?source=legislation";"Rahul Ramesh Shewale"
"2019-07-26";"The Representation of the People (Amendment) Bill, 2019 (Amendment of section 30)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/990LS As Int....pdf representation of the people.p?source=legislation";"Rahul Ramesh Shewale"
"2019-07-26";"The National Agriculture and Farmers Commission Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1013LS As Intnational agriculture.pdf?source=legislation";"K. Navaskani"
"2019-07-26";"The Special Financial Assistance to the State of Bihar Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1118LS As Int... (1).pdf?source=legislation";"Alok Kumar Suman"
"2019-07-26";"The Mandatory Buyback and Recycling of Packaging Material Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/427LS As Int....pdf?source=legislation";"Vishnu Dayal Ram"
"2019-07-26";"The Integrated Child Development Services (Regularisation) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1119LS As Int... (1).pdf?source=legislation";"Vishnu Dayal Ram"
"2019-07-26";"The Prevention of Insults to National Honour (Amendment) Bill, 2019 (Substitution of new section for section 3)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/995LS As Int....pdf prevention of insults.pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2019-07-26";"The Criminal Law (Amendment) Bill, 2019 (Amendment of section 228A, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1427LS As Int....pdf?source=legislation";"Kanimozhi Karunanidhi"
"2019-07-26";"The Prevention of Cruelty to Animals (Amendment) Bill, 2019(Amendment of section 11, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/989LS As Int....pdf cruelty to animals.pdf?source=legislation";"Manoj Rajoria"
"2019-07-26";"The Use of Mobile Electronic Devices by Pedestrians on Road (Regulation) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1286LS As Int....pdf?source=legislation";"Bhartruhari Mahtab"
"2019-07-26";"The Compulsory Teaching of Yoga in Educational Institutions Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1120LS As Int... (1).pdf?source=legislation";"Tirath Singh Rawat"
"2019-07-26";"The Euthanasia (Regulation) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/916LS As Int.. Euthanasia as introduced..pdf?source=legislation";"Bhartruhari Mahtab"
"2019-07-26";"The Constitution (Amendment) Bill, 2019 (Amendment of the Preamble, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/991LS As Int....pdf constituion preamble.pdf?source=legislation";"Bhartruhari Mahtab"
"2019-07-26";"The Bureau of Accountability Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1236LS As Int....pdf?source=legislation";"Naranbhai Kachhadia"
"2019-07-26";"The Compulsory Teaching of Psychology in Educational Institutions Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1237LS As Int....pdf?source=legislation";"Naranbhai Kachhadia"
"2019-07-26";"The Prohibition of Defecation in Open Places Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1287LS As Int... (1).pdf?source=legislation";"Naranbhai Kachhadia"
"2019-07-26";"The Juvenile Justice (Care and Protection of Children) Bill, 2019 (Amendment of section 56, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/992LS As Int....pdf?source=legislation";"Bhanu Pratap Singh Verma"
"2019-07-26";"The Death Penalty (Abolition) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1371LS As Int... (1).pdf?source=legislation";"Kanimozhi Karunanidhi"
"2019-07-26";"The Motor Vehicles (Amendment) Bill, 2019 (Insertion of new section 207A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/993LS As Int....pdf motor vehicle.pdf?source=legislation";"Vinod Kumar Sonkar"
"2019-07-26";"The Constitution (Amendment) Bill, 2019(Amendment of the Seventh Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1183LS As Int... (1).pdf?source=legislation";"Vinod Kumar Sonkar"
"2019-07-26";"The Central Himalayan States Development Council Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1182LS As Int....pdf?source=legislation";"Tirath Singh Rawat"
"2019-07-26";"The Compulsory Teaching of Disaster Management Education in Educational Institutions Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/945LS As Int... (1).pdf?source=legislation";"Naranbhai Kachhadia"
"2019-07-26";"The Ban on Single-Use Plastic Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1503LS As Int....pdf?source=legislation";"Shrikant Eknath Shinde"
"2019-07-26";"The Fodder Warehouse Board Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/948LS As Int... (1).pdf?source=legislation";"Devji Patel"
"2019-07-26";"The Good Samaritan Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1425LS As Int....pdf?source=legislation";"Hibi Eden"
"2019-07-26";"The Free and Compulsory Pre-Marital Genetic Testing Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1372LS As Int... (1).pdf?source=legislation";"Shrikant Eknath Shinde"
"2019-07-26";"The Prevention of Violence Against Doctors, Medical Professionals and Medical Institutions Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1644LS As Int....pdf?source=legislation";"Shrikant Eknath Shinde"
"2019-07-26";"The Fishermen (Welfare) Bill, 2019";"Lapsed";"29-08-2020";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/997LS As Int....pdf fisherman.pdf?source=legislation";"H. Vasanthakumar"
"2019-07-26";"The Free and Compulsory Primary, Secondary, Higher and Technical Education Bill, 2019";"Lapsed";"29-08-2020";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1238LS As Int....pdf?source=legislation";"H. Vasanthakumar"
"2019-07-26";"The Protection of Medical and Health Service Professionals from Assault, Criminal Force and Intimidation Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/947LS As Int....pdf?source=legislation";"Gautam Gambhir"
"2019-07-26";"The Provision of Uninterrupted Power Supply to Industries in Backward Areas Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1186LS As Int....pdf?source=legislation";"Rama Devi"
"2019-07-26";"The Compulsory Teaching of Legal Education in Educational Institutions Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1504LS As Int....pdf?source=legislation";"Sudhir Gupta"
"2019-07-26";"The Prevention of Bribery in Private Sector Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/999LS As Int....pdf prevention of bribery.pdf?source=legislation";"Rama Devi"
"2019-07-26";"The Fake News (Prohibition) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/998LS As Int....pdf fake news.pdf?source=legislation";"Rama Devi"
"2019-07-26";"The Companies (Amendment) Bill, 2019 (Amendment of section 135, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1185LS As Int... (1).pdf?source=legislation";"Hibi Eden"
"2019-07-26";"The Special Infrastructure Development in Economically Backward Regions Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1181LS As Int....pdf?source=legislation";"Rama Devi"
"2019-07-26";"The Insecticides (Amendment) Bill, 2019 (Amendment of section 4, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/946LS As Int....pdf?source=legislation";"Manoj Rajoria"
"2019-07-26";"The Indigenous Cow Protection Board Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1184LS As Int... (1).pdf?source=legislation";"Devji Patel"
"2019-07-26";"The Milk and Milk Products (Remunerative Support Price) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1428LS As int....pdf?source=legislation";"Devji Patel"
"2019-07-26";"The Extension of Central Government Health Scheme to Every District Headquarter Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/469LS As Int....pdf?source=legislation";"Manoj Rajoria"
"2019-07-12";"The Small and Marginal Farmers (Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/572LS As Int....pdf?source=legislation";"Ramapati Ram Tripathi"
"2019-07-12";"The Compensatory Afforestation Fund (Amendment) Bill, 2019 (Insertion of new section 6A, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/775LS As Int....pdf?source=legislation";"Kirit Premjibhai Solanki"
"2019-07-12";"The States and Union Territories Reorganisation Commission Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/773LS As Int....pdf?source=legislation";"Shashi Tharoor"
"2019-07-12";"The Indian Penal Code (Amendment) Bill, 2019 (Omission of sections 354 and 509)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/574LS As Int....pdf?source=legislation";"Shashi Tharoor"
"2019-07-12";"The Pre-Examination Coaching Centres Regulatory Authority Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/451LS As Int....pdf?source=legislation";"Jagdambika Pal"
"2019-07-12";"The Welfare of Homeless Persons Living near Railway Tracks, Railway Yards and Railway Land Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/426LS As Int....pdf?source=legislation";"Ajay Misra Teni"
"2019-07-12";"The Payment of Subsistence Allowance to Farmers and Agricultural La-bourers Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/468LS As Int....pdf?source=legislation";"Ramapati Ram Tripathi"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Substitution of new article for article 9, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/495LS As Int....pdf?source=legislation";"Shashi Tharoor"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Amendment of article 83, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/685LS As Int....pdf?source=legislation";"Rajiv Pratap Rudy"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Amendment of article 370)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/418LS As Int....pdf?source=legislation";"P.P. Chaudhary"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Amendment of article 66)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/420LS As Int....pdf?source=legislation";"P.P. Chaudhary"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 21B)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/575LS As Int....pdf?source=legislation";"P.P. Chaudhary"
"2019-07-12";"The Protection of Rights of Wrongful Convicts Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/617LS As Int....pdf?source=legislation";"Kirit Premjibhai Solanki"
"2019-07-12";"The Supreme Court and the High Courts (Use of Official Language and Other Provisions) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/453LS As Int....pdf?source=legislation";"Ajay Misra Teni"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Amendment of the Eighth Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/1506LS.As introduced .pdf?source=legislation";"Ravindra Shyamnarayan"
"2019-07-12";"The National Board for Welfare of Flood Victims Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/500LS As Int....pdf?source=legislation";"Ajay Misra Teni"
"2019-07-12";"The Compulsory Establishment of Government Women College Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/459LS As Int....pdf?source=legislation";"Ajay Misra Teni"
"2019-07-12";"The Scheduled Tribes and Other Traditional Forest Dwellers (Recognition of Forest Rights), Amendment Bill, 2019 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/462LS As .pdf?source=legislation";"Kirit Premjibhai Solanki"
"2019-07-12";"The Wild Life (Protection) Amendment Bill, 2019 (Insertion of new Chapter IVD, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/423LS As Int....pdf?source=legislation";"Kirit Premjibhai Solanki"
"2019-07-12";"The Bio-Degradable Packaging Materials (Compulsory Use in Packing Commodities) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/424LS As Int....pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Amendment of article 85)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/573LS As Int....pdf?source=legislation";"Gopal Chinayya Shetty"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Amendment of the Third Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/496LS As Int....pdf?source=legislation";"Gopal Chinayya Shetty"
"2019-07-12";"The Press Council (Amendment) Bill, 2019 (Amendment of section 14)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/591LS As Int....pdf?source=legislation";"Gopal Chinayya Shetty"
"2019-07-12";"The Representation of the People (Amendment) Bill, 2019 (Insertion of new section 29AA)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/455LS As Int....pdf?source=legislation";"Gopal Chinayya Shetty"
"2019-07-12";"The Hindu Adoption and Maintenance (Amendment) Bill, 2019 (Amendment of section 18)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/579LS As Int....pdf?source=legislation";"Rahul Ramesh Shewale"
"2019-07-12";"The Motor Vehicles (Amendment) Bill, 2019 (Amendment of section 184)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/576LS As Int....pdf?source=legislation";"Rahul Ramesh Shewale"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Omission of article 44, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/452LS As Int....pdf?source=legislation";"Ravindra Shyamnarayan"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 324A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/419LS As Int....pdf?source=legislation";"P.P. Chaudhary"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 14A, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/458LS As Int....pdf?source=legislation";"Shashi Tharoor"
"2019-07-12";"The Youth Skill Training Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/497LS As Int....pdf?source=legislation";"Supriya Sule"
"2019-07-12";"The Indian Penal Code (Amendment) Bill, 2019 (Substitution of new section for section 497)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/461LS As Int....pdf?source=legislation";"Jagdambika Pal"
"2019-07-12";"The Ban on Cow Slaughter Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/499LS As Int....pdf?source=legislation";"Ravindra Shyamnarayan"
"2019-07-12";"The Reservation for Scheduled Castes and Scheduled Tribes in Private Sector Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/504LS As Int....pdf?source=legislation";"Suresh Kodikunnil"
"2019-07-12";"The Indian Post Office (Amendment) Bill, 2019 (Insertion of new Chapter IIA)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/774LS As Int....pdf?source=legislation";"Supriya Sule"
"2019-07-12";"The Constitution (Amendment) Bill, 2019 (Amendment of article 1)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/428LS As Int....pdf?source=legislation";"Ravindra Shyamnarayan"
"2019-07-12";"The Payment of Financial Assistance to the Families of Martyrs Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/592LS As Int....pdf?source=legislation";"Supriya Sule"
"2019-07-12";"The Backward Areas Development Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/460LS As Int....pdf?source=legislation";"Jagdambika Pal"
"2019-07-12";"The Vexatious Litigation (Prevention) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/501LS As Int....pdf?source=legislation";"Sanjay Jaiswal"
"2019-07-12";"The National Agricultural Policy Commission Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/491LS As Int....pdf?source=legislation";"Nihalchand"
